Date,Open,High,Low,Close,Volume
2021-04-26,38.8273965560631,40.398083906414605,38.76456981281673,40.272430419921875,56196183
2021-04-27,40.33525765248609,40.77505111694336,39.95829406023612,40.77505111694336,31745770
2021-04-28,41.21484724158923,41.65463760623375,40.52374362829218,40.90070724487305,38572060
2021-04-29,40.77505195740912,40.83787870271266,40.27243173858319,40.33525848388672,33448658
2021-05-03,44.23056315046734,44.29338989511006,43.09966923410324,43.22532272338867,136045156
2021-05-04,43.72794931129205,43.91643270089483,41.21485100545175,42.34574508666992,90524355
2021-05-05,42.597051926557086,44.29339291682851,42.09443167872874,43.66511917114258,70737310
2021-05-06,44.23056749805114,44.670361010176656,43.162500221345525,43.72794723510742,52194556
2021-05-07,44.04208287358589,44.54470312233489,43.79077274921139,44.481876373291016,40877111
2021-05-10,45.11015150333814,48.69131672689633,44.733184767259026,48.12586975097656,101745952
2021-05-11,48.063043254485436,49.50807720331057,45.92690883291691,46.99497604370117,124899484
2021-05-12,46.806489704687536,46.86931644764152,42.34573777557632,43.979251861572266,184096523
2021-05-13,42.15725670200483,44.60753109191897,42.09442995564777,43.09967041015625,90377160
2021-05-14,43.979257366579276,44.85884126263122,43.162500221345525,43.72794723510742,59533727
2021-05-17,41.59181118423338,43.03684517021963,40.90070756551835,41.214847564697266,83138326
2021-05-18,41.96877244625577,44.92166700091138,41.96877244625577,44.85883712768555,85160152
2021-05-19,44.85883733611157,45.42428742857841,43.85360002641225,44.35622024536133,49461684
2021-05-20,44.35622192317982,44.73318553755123,43.60229156623803,44.10491180419922,36742300
2021-05-21,48.00021680412551,48.00021680412551,44.9216686466322,45.23580551147461,74297084
2021-05-24,44.60753178178978,45.361462134330935,44.481875158933455,45.23580551147461,28206150
2021-05-25,45.23580801301004,45.612771646027205,45.04732463240191,45.17298126220703,31198363
2021-05-26,45.11014987249845,45.23580336118288,44.67035640570537,44.984493255615234,19410422
2021-05-27,44.3562195557955,44.984493255615234,44.042079577686856,44.984493255615234,70667175
2021-05-28,45.23580551147461,45.48711562898833,44.60753178178978,45.23580551147461,34700171
2021-05-31,45.29863307823973,45.61276994876477,45.047322956179904,45.42428970336914,27771571
2021-06-01,45.61277220195169,45.86408233642578,45.29863531590887,45.86408233642578,19056997
2021-06-02,45.98973477134218,46.93214847167748,45.86407815147134,46.80649185180664,33045555
